site,year,month,ppt,tmax,vpdmax
myr,1954,9,8.871999741,20.44000053,17.63400078
myr,1954,10,12.5909996,13.72799969,10.46199989
myr,1954,11,32.58200073,9.144000053,5.934000015
myr,1954,12,60.34600067,1.389000058,2.763000011
myr,1955,1,42.74200058,-0.31099999,2.357000113
myr,1955,2,43.06900024,1.27699995,3.257999897
myr,1955,3,51.32600021,3.118999958,4.218999863
myr,1955,4,58.6269989,6.006999969,5.209000111
myr,1955,5,27.09300041,13.18599987,9.855999947
myr,1955,6,14.91800022,20.87700081,18.03800011
myr,1955,7,18.30400085,23.80599976,21.78199959
myr,1955,8,0,28.02799988,31.43899918
myr,1955,9,31.6609993,21.50900078,21.15500069
myr,1955,10,37.64300156,14.74300003,10.38799953
myr,1955,11,91.68699646,2.095000029,3.000999928
myr,1955,12,120.4889984,2.085999966,2.765000105
myr,1956,1,128.576004,0.992999971,2.213000059
myr,1956,2,90.57700348,-0.351999998,2.917999983
myr,1956,3,39.67499924,5.748000145,5.221000195
myr,1956,4,13.46000004,13.29899979,10.40799999
myr,1956,5,94.25299835,15.75300026,10.92500019
myr,1956,6,33.66600037,18.77300072,14.17599964
myr,1956,7,21.24099922,26.81699944,27.23999977
myr,1956,8,25.86499977,24.6439991,24.26499939
myr,1956,9,2.062000036,22.68799973,21.6609993
myr,1956,10,61.58100128,11.84000015,8.640999794
myr,1956,11,20.92300034,6.230000019,4.854000092
myr,1956,12,70.02200317,3.875,3.74000001
myr,1957,1,57.55599976,-2.801000118,2.377000093
myr,1957,2,87.98000336,3.519000053,3.558000088
myr,1957,3,96.47100067,5.234000206,4.076000214
myr,1957,4,42.02799988,9.717000008,6.797999859
myr,1957,5,78.93399811,14.70300007,8.793000221
myr,1957,6,20.59000015,20.85400009,17.02599907
myr,1957,7,7.96999979,25.42499924,25.49200058
myr,1957,8,8.532999992,23.96999931,23.51000023
myr,1957,9,12.26500034,23.24799919,22.49799919
myr,1957,10,79.39600372,10.42399979,6.771999836
myr,1957,11,39.53300095,4.014999866,4.107999802
myr,1957,12,111.7350006,3.01699996,3.160000086
myr,1958,1,89.11000061,1.588000059,2.737999916
myr,1958,2,98.78299713,5.320000172,3.66899991
myr,1958,3,60.5379982,3.996999979,4.289999962
myr,1958,4,64.22299957,8.010000229,6.135000229
myr,1958,5,29.78499985,19.54599953,16.56500053
myr,1958,6,59.95000076,19.80400085,14.73400021
myr,1958,7,21.77700043,26.22599983,26.72299957
myr,1958,8,8.536000252,27.50699997,29.28700066
myr,1958,9,17.29800034,20.39100075,19.03700066
myr,1958,10,20.85499954,16.59900093,14.17399979
myr,1958,11,86.23100281,5.322999954,4.455999851
myr,1958,12,99.93399811,4.888999939,3.779000044
myr,1959,1,85.96299744,2.176000118,3.260999918
myr,1959,2,60.54600143,2.502000093,3.515000105
myr,1959,3,53.90000153,5.822000027,5.559999943
myr,1959,4,20.36199951,12.55900002,10.31299973
myr,1959,5,39.13000107,12.1079998,9.362000465
myr,1959,6,11.80300045,21.19799995,19.06800079
myr,1959,7,3.078000069,27.96899986,32.63700104
myr,1959,8,13.26399994,24.94000053,26.53899956
myr,1959,9,70.4980011,17.61899948,14.43400002
myr,1959,10,29.16300011,13.80099964,9.873000145
myr,1959,11,31.7140007,7.054999828,6.570000172
myr,1959,12,34.5320015,2.835999966,3.772000074
myr,1960,1,60.93199921,-1.164000034,2.336999893
myr,1960,2,81.5510025,1.348999977,3.16899991
myr,1960,3,70.39600372,6.877999783,6.401000023
myr,1960,4,41.87099838,10.10700035,8.05700016
myr,1960,5,73.68000031,12.98900032,9.857999802
myr,1960,6,1.797999978,22.31100082,20.8939991
myr,1960,7,6.647999763,29.73699951,35.76599884
myr,1960,8,18.75,24.0720005,24.59900093
myr,1960,9,15.60099983,23.1439991,22.94499969
myr,1960,10,27.09799957,14.125,11.55900002
myr,1960,11,77.88500214,3.974999905,3.539000034
myr,1960,12,45.0379982,2.072000027,3.226000071
myr,1961,1,24.88599968,3.786000013,4.058000088
myr,1961,2,109.2190018,4.857999802,3.733999968
myr,1961,3,78.10500336,5.315000057,4.742000103
myr,1961,4,33.55799866,9.80300045,8.256999969
myr,1961,5,42.48199844,14.13899994,11.01299953
myr,1961,6,18.92099953,24.81599998,24.5909996
myr,1961,7,5.75,28.28000069,31.79599953
myr,1961,8,11.40400028,28.83300018,32.34199905
myr,1961,9,16.05200005,18.11400032,16.06200027
myr,1961,10,30.82799911,12.63500023,10.06400013
myr,1961,11,74.48200226,4.756000042,4.771999836
myr,1961,12,78.29699707,0.680999994,2.595999956
myr,1962,1,36.76699829,-0.197999999,3.128000021
myr,1962,2,71.52300262,2.378999949,3.289999962
myr,1962,3,62.81399918,3.875999928,4.217999935
myr,1962,4,50.12099838,13.42599964,11.14700031
myr,1962,5,81.01200104,12.11200047,8.342000008
myr,1962,6,4.125999928,20.39800072,18.44599915
myr,1962,7,2.434999943,25.46899986,27.28100014
myr,1962,8,7.106999874,24.06999969,24.09300041
myr,1962,9,14.72399998,22.86599922,23.18799973
myr,1962,10,88.84799957,13.92399979,9.484000206
myr,1962,11,73.94300079,6.362999916,4.265999794
myr,1962,12,64.38500214,3.450999975,2.95600009
myr,1963,1,33.19900131,0.261000007,3.645999908
myr,1963,2,87.62999725,8.230999947,5.663000107
myr,1963,3,49.79199982,6.047999859,5.771999836
myr,1963,4,101.7399979,6.586999893,5.355999947
myr,1963,5,33.64400101,15.97399998,12.63899994
myr,1963,6,31.18899918,18.31599998,13.96399975
myr,1963,7,9.484999657,23.65099907,22.99200058
myr,1963,8,8.336999893,25.31599998,25.80800056
myr,1963,9,31.99600029,23.83799934,22.56399918
myr,1963,10,12.56299973,14.88099957,11.24400043
myr,1963,11,97.14299774,5.007999897,3.680000067
myr,1963,12,44.12599945,2.237999916,2.947999954
myr,1964,1,97.74700165,0.331,2.486999989
myr,1964,2,25.28199959,3.270999908,4.281000137
myr,1964,3,41.30199814,3.673000097,4.368000031
myr,1964,4,16.13899994,8.980999947,7.616000175
myr,1964,5,20.69000053,14.24499989,12.05200005
myr,1964,6,77.24900055,18.22599983,13.97299957
myr,1964,7,23.11899948,26.65600014,28.14900017
myr,1964,8,16.76099968,24.09499931,24.20499992
myr,1964,9,8.451999664,20.30699921,18.74099922
myr,1964,10,30.50399971,16.96100044,14.26799965
myr,1964,11,70.99299622,3.969000101,3.64199996
myr,1964,12,255.0240021,1.039000034,2.349999905
myr,1965,1,182.25,1.226999998,2.321000099
myr,1965,2,30.40299988,4.914999962,4.835999966
myr,1965,3,24.23800087,6.346000195,6.635000229
myr,1965,4,38.64599991,10.79500008,8.223999977
myr,1965,5,17.3409996,13.23999977,10.95800018
myr,1965,6,48.82600021,19.27000046,16.01300049
myr,1965,7,20.88199997,25.33699989,25.71999931
myr,1965,8,75.1309967,23,20.7159996
myr,1965,9,4.234000206,17.65099907,15.77499962
myr,1965,10,4.618999958,17.2689991,15.20400047
myr,1965,11,49.5359993,6.375,4.620999813
myr,1965,12,29.73699951,1.052000046,2.773999929
myr,1966,1,79.45700073,1.226999998,2.862999916
myr,1966,2,44.2820015,2.137000084,3.586999893
myr,1966,3,46.98699951,6.389999866,5.876999855
myr,1966,4,9.822999954,11.82199955,10.43400002
myr,1966,5,14.85200024,18.11800003,16.70999908
myr,1966,6,29.20299911,18.41200066,14.84700012
myr,1966,7,14.62199974,25.22400093,26.52799988
myr,1966,8,5.083000183,25.92700005,28.60199928
myr,1966,9,32.97499847,22.40399933,20.51600075
myr,1966,10,21.31100082,13.93000031,11.41800022
myr,1966,11,117.1230011,5.620999813,4.114999771
myr,1966,12,132.0870056,1.473999977,2.368000031
myr,1967,1,92.48999786,2.282999992,2.786000013
myr,1967,2,16.35099983,5.214000225,4.802000046
myr,1967,3,57.40200043,4.53000021,4.861999989
myr,1967,4,48.13700104,4.868000031,4.828999996
myr,1967,5,30.00499916,15.2670002,12.59000015
myr,1967,6,35.19100189,19.68300056,16.11199951
myr,1967,7,2.641000032,28.06200027,32.28499985
myr,1967,8,4.852000237,29.17399979,35.00400162
myr,1967,9,9.701000214,24.86199951,26.17300034
myr,1967,10,47.31600189,13.4460001,10.59500027
myr,1967,11,38.70999908,6.789000034,5.28000021
myr,1967,12,80.92700195,-0.490999997,2.247999907
myr,1968,1,80.6989975,0.800000012,2.806999922
myr,1968,2,63.57300186,6.513000011,4.676000118
myr,1968,3,14.0880003,9.029999733,7.487999916
myr,1968,4,32.06700134,9.149999619,8.109999657
myr,1968,5,32.22399902,14.38500023,11.64700031
myr,1968,6,22.61199951,20.32699966,18.1590004
myr,1968,7,1.860999942,28.25300026,32.66899872
myr,1968,8,68.21099854,21.46800041,18.86700058
myr,1968,9,11.64099979,20.66799927,19.09900093
myr,1968,10,45.20800018,12.88899994,10.14500046
myr,1968,11,97.41400146,3.825000048,2.85800004
myr,1968,12,123.7249985,0.504000008,2.578999996
myr,1969,1,57.50899887,-0.419999987,2.575999975
myr,1969,2,55.45000076,0.465999991,2.530999899
myr,1969,3,25.7140007,4.652999878,4.967999935
myr,1969,4,65.66999817,10.76799965,9.062999725
myr,1969,5,41.77799988,17.33300018,14.82499981
myr,1969,6,75.47100067,19.71800041,15.38000011
myr,1969,7,2.661999941,25.61800003,27.55900002
myr,1969,8,0,26.38599968,29.98999977
myr,1969,9,18.57999992,21.85300064,20.93899918
myr,1969,10,32.6969986,9.75399971,7.671000004
myr,1969,11,18.27400017,8.43500042,7.105000019
myr,1969,12,145.8079987,2.904999971,3.09800005
myr,1970,1,255.0599976,1.597000003,2.707000017
myr,1970,2,43.6969986,6.828999996,5.656000137
myr,1970,3,87.74900055,5.508999825,5.318999767
myr,1970,4,21.4810009,6.171000004,6.138999939
myr,1970,5,31.52000046,15.8760004,13.65999985
myr,1970,6,37.32099915,21.36300087,19.09700012
myr,1970,7,8.371999741,27.60400009,30.17000008
myr,1970,8,0,28.21800041,32.98600006
myr,1970,9,21.82900047,18.35499954,16.95700073
myr,1970,10,36.84500122,12.01299953,10.34899998
myr,1970,11,92.99900055,5.203999996,3.703000069
myr,1970,12,84.01499939,-0.823000014,2.131999969
myr,1971,1,91.6989975,1.751999974,2.993999958
myr,1971,2,40.20500183,3.963999987,4.438000202
myr,1971,3,56.58599854,3.381000042,4.326000214
myr,1971,4,50.36399841,9.491999626,7.925000191
myr,1971,5,27.4810009,15.44400024,12.26299953
myr,1971,6,36.29100037,17.59799957,13.22500038
myr,1971,7,10.54500008,26.875,28.8220005
myr,1971,8,6.806000233,29.03800011,33.46900177
myr,1971,9,22.11599922,18.42200089,16.5529995
myr,1971,10,32.72100067,11.28499985,8.406999588
myr,1971,11,75.02600098,4.30700016,3.743999958
myr,1971,12,138.878006,-1.427999973,1.893000007
myr,1972,1,76.1230011,-1.02699995,2.230999947
myr,1972,2,38.4659996,3.269000053,3.319999933
myr,1972,3,84.60500336,8.774000168,6.565000057
myr,1972,4,34.82699966,8.451999664,7.183000088
myr,1972,5,44.96900177,16.74399948,13.69400024
myr,1972,6,28.02899933,21.21999931,18.46500015
myr,1972,7,7.237999916,26.34600067,28.6989994
myr,1972,8,9.510000229,26.66699982,29.18799973
myr,1972,9,23.18099976,17.95299911,15.86299992
myr,1972,10,19.97400093,13.27999973,10.2329998
myr,1972,11,35.98400116,3.461999893,2.729000092
myr,1972,12,120.3720016,-2.410000086,1.980999947
myr,1973,1,59.72499847,-0.086999997,2.507999897
myr,1973,2,37.47600174,4.40500021,4.120999813
myr,1973,3,25.80699921,5.337999821,5.149000168
myr,1973,4,24.58099937,10.1590004,7.940999985
myr,1973,5,40.4129982,17.55999947,14.92700005
myr,1973,6,4.539999962,21.08200073,19.35700035
myr,1973,7,3.752000093,27.79500008,31.39699936
myr,1973,8,14.66499996,25.98399925,28.53300095
myr,1973,9,34.62099838,20.65399933,18.72800064
myr,1973,10,37.58200073,13.01000023,10.00800037
myr,1973,11,164.0549927,1.541000009,1.764000058
myr,1973,12,162.470993,2.644999981,2.381999969
myr,1974,1,75.14399719,-0.518999994,2.957999945
myr,1974,2,88.51799774,3.727999926,3.877000093
myr,1974,3,69.4980011,5.414000034,4.53000021
myr,1974,4,72.06700134,9.223999977,7.217999935
myr,1974,5,15.25500011,13.73700047,10.04500008
myr,1974,6,6.527999878,23.96100044,22.94599915
myr,1974,7,25.07600021,25.45899963,25.20100021
myr,1974,8,5.703999996,25.5720005,25.89299965
myr,1974,9,0,24.42099953,25.98600006
myr,1974,10,9.81099987,15.09500027,12.32999992
myr,1974,11,35.45800018,5.755000114,4.406000137
myr,1974,12,87.26699829,2.602999926,2.762000084
myr,1975,1,124.401001,1.088000059,3.14199996
myr,1975,2,118.4909973,1.792000055,3.349999905
myr,1975,3,48.12400055,3.404000044,4.118999958
myr,1975,4,34.05699921,5.492000103,5.376999855
myr,1975,5,12.88700008,14.50699997,12.01099968
myr,1975,6,34.68999863,18.63599968,15.73600006
myr,1975,7,31.57799911,26.91799927,28.53300095
myr,1975,8,21.45199966,23.31100082,22.62599945
myr,1975,9,0.541000009,23.89500046,24.4470005
myr,1975,10,77.44400024,11.14900017,8.520999908
myr,1975,11,46.32799911,4.323999882,4.515999794
myr,1975,12,59.49900055,2.997999907,3.20600009
myr,1976,1,92.12999725,1.110999942,2.90199995
myr,1976,2,65.84500122,1.373000026,3.576999903
myr,1976,3,59.83499908,3.578000069,4.678999901
myr,1976,4,62.18700027,9.111000061,7.794000149
myr,1976,5,21.73800087,17.00799942,14.72999954
myr,1976,6,20.85899925,18.18300056,16.17000008
myr,1976,7,17.01499939,26.31900024,26.99500084
myr,1976,8,72.69999695,21.41699982,17.82500076
myr,1976,9,22.39500046,22.09799957,19.7859993
myr,1976,10,17.06800079,15.5,13.47299957
myr,1976,11,17.02700043,10.03600025,7.150000095
myr,1976,12,3.246999979,5.122000217,4.961999893
myr,1977,1,13.59899998,0.34799999,2.98300004
myr,1977,2,40.06700134,7.022999763,6.257999897
myr,1977,3,64.0739975,3.809000015,4.540999889
myr,1977,4,24.93199921,13.97999954,12.54800034
myr,1977,5,56.74100113,11.04899979,8.116999626
myr,1977,6,23.57799911,22.9489994,20.50600052
myr,1977,7,7.883999825,25.71800041,26.35499954
myr,1977,8,22.85000038,26.83399963,30.34700012
myr,1977,9,37.7480011,18.8010006,16.75600052
myr,1977,10,22.76499939,13.93400002,10.41699982
myr,1977,11,76.77700043,3.940999985,3.910000086
myr,1977,12,126.7519989,2.596999884,2.957000017
myr,1978,1,67.51100159,2.167000055,2.657000065
myr,1978,2,79.72200012,3.687999964,3.315999985
myr,1978,3,28.9829998,10.375,7.968999863
myr,1978,4,70.98100281,8.586000443,6.401000023
myr,1978,5,29.02099991,12.875,9.961999893
myr,1978,6,24.68099976,19.83699989,16.68799973
myr,1978,7,16.96199989,25.56500053,25.45899963
myr,1978,8,27.08200073,23.97800064,24.77000046
myr,1978,9,30.54800034,18.78300095,16.61800003
myr,1978,10,3.674000025,17.11199951,15.04800034
myr,1978,11,52.73600006,3.345000029,4.558000088
myr,1978,12,76.95500183,-2.407999992,1.804999948
myr,1979,1,75.65699768,-4.585999966,1.715000033
myr,1979,2,113.3649979,1.98300004,2.947000027
myr,1979,3,55.10100174,7.565000057,6.630000114
myr,1979,4,67.28600311,9.168000221,7.032999992
myr,1979,5,36.79600143,16.00399971,13.53100014
myr,1979,6,11.11499977,21.65600014,21.02300072
myr,1979,7,0.215000004,27.57500076,31.78800011
myr,1979,8,50.78099823,25.27199936,25.08399963
myr,1979,9,13.79300022,24.17900085,24.53700066
myr,1979,10,60.10100174,15.15799999,12.86100006
myr,1979,11,65.70400238,3.247999907,3.786999941
myr,1979,12,48.77500153,2.700000048,3.029000044
myr,1980,1,86.68199921,0.920000017,3.095000029
myr,1980,2,75.84500122,5.015999794,3.828999996
myr,1980,3,63.25899887,5.355000019,4.765999794
myr,1980,4,28.45499992,11.86900043,9.437999725
myr,1980,5,65.31400299,14.10599995,10.58199978
myr,1980,6,56.33599854,16.70899963,12.06099987
myr,1980,7,11.40999985,26.07900047,26.37199974
myr,1980,8,2.540999889,23.71899986,23.8409996
myr,1980,9,32.89500046,21.43499947,20.09199905
myr,1980,10,24.95199966,14.68700027,13.46100044
myr,1980,11,35.97600174,5.460000038,4.551000118
myr,1980,12,93.28500366,3.85800004,3.49000001
myr,1981,1,41.63000107,3.378999949,3.760999918
myr,1981,2,64.69300079,3.546000004,4.027999878
myr,1981,3,57.53499985,7.092999935,5.820000172
myr,1981,4,39.07099915,10.40400028,8.11400032
myr,1981,5,76.76499939,13.41600037,9.789999962
myr,1981,6,47.98600006,19.00200081,15.46700001
myr,1981,7,17.01799965,25.26799965,25.92300034
myr,1981,8,3.72300005,28.43799973,32.52899933
myr,1981,9,29.27700043,21.87800026,22.58600044
myr,1981,10,35.29100037,11.3210001,8.260000229
myr,1981,11,102.9940033,6.196000099,4.570000172
myr,1981,12,157.1300049,2.381999969,2.859999895
myr,1982,1,95.36599731,-1.192000031,2.318000078
myr,1982,2,87.37999725,1.116000056,3.467000008
myr,1982,3,84.7539978,4.527999878,4.502999783
myr,1982,4,38.56299973,7.656000137,7.320000172
myr,1982,5,40.42200089,14.34200001,11.76000023
myr,1982,6,90.76100159,19.44099998,15.55900002
myr,1982,7,34.73400116,24.0189991,22.88199997
myr,1982,8,9.232000351,25.89800072,26.18499947
myr,1982,9,63.45999908,18.42399979,15.35499954
myr,1982,10,52.8030014,11.45600033,8.248000145
myr,1982,11,46.22399902,2.585000038,3.450999975
myr,1982,12,128.0700073,0.368999988,2.589999914
myr,1983,1,78.875,3.151000023,3.734999895
myr,1983,2,109.0059967,4.132999897,3.74000001
myr,1983,3,115.2910004,5.576000214,4.044000149
myr,1983,4,40.82300186,7.511000156,6.302000046
myr,1983,5,50.93000031,15.26900005,14.05099964
myr,1983,6,40.4280014,17.98900032,14.19499969
myr,1983,7,32.4090004,22.62400055,20.74200058
myr,1983,8,26.4470005,25.72800064,24.67099953
myr,1983,9,19.46800041,20.47400093,18.77799988
myr,1983,10,22.15800095,14.2670002,10.56700039
myr,1983,11,102.3720016,3.118999958,2.710000038
myr,1983,12,147.3739929,-2.859999895,1.608999968
myr,1984,1,42.31600189,0.202000007,2.528000116
myr,1984,2,76.44200134,1.805999994,3.611000061
myr,1984,3,96.19000244,5.741000175,4.684999943
myr,1984,4,74.51200104,7.171000004,6.099999905
myr,1984,5,35.61000061,13.86699963,10.8039999
myr,1984,6,63.73600006,17.56599998,13.60499954
myr,1984,7,13.58500004,27.59499931,29.32999992
myr,1984,8,57.64400101,27.84399986,29.79899979
myr,1984,9,16.6079998,19.29199982,16.90099907
myr,1984,10,63.34000015,8.862999916,7.217999935
myr,1984,11,126.3710022,2.194000006,2.372999907
myr,1984,12,73.20899963,-1.868999958,1.75999999
myr,1985,1,13.01299953,-1.832000017,2.272000074
myr,1985,2,51.54399872,1.179999948,3.549000025
myr,1985,3,50.45600128,3.214999914,4.256000042
myr,1985,4,27.44799995,12.45400047,9.819999695
myr,1985,5,47.34999847,15.38500023,11.74800014
myr,1985,6,3.299000025,21.68300056,19.34199905
myr,1985,7,16.18499947,29.10199928,33.21900177
myr,1985,8,16.77199936,23.74500084,23.02300072
myr,1985,9,45.2120018,16.33600044,12.53499985
myr,1985,10,43.98500061,11.65400028,9
myr,1985,11,73.29100037,-0.875999987,2.874000072
myr,1985,12,44.33499908,-3.038000107,2.690999985
myr,1986,1,78.81099701,3.147000074,3.611000061
myr,1986,2,136.8240051,3.229000092,3.450999975
myr,1986,3,60.36800003,9.109000206,6.627999783
myr,1986,4,21.98500061,10.03899956,8.467000008
myr,1986,5,40.65399933,15.11200047,12.80500031
myr,1986,6,3.417000055,23.48399925,22.1079998
myr,1986,7,9.361000061,22.68600082,21.6609993
myr,1986,8,8.475999832,28.75,33.06200027
myr,1986,9,49.16600037,15.89099979,13.49499989
myr,1986,10,11.45199966,15.0170002,11.84799957
myr,1986,11,62.7859993,4.53000021,4.104000092
myr,1986,12,24.59700012,1.88499999,2.950000048
myr,1987,1,77.70700073,-0.532000005,2.51699996
myr,1987,2,57.15800095,3.266000032,3.811000109
myr,1987,3,66.47100067,4.967000008,4.106999874
myr,1987,4,11.44099998,15.24100018,12.11600018
myr,1987,5,34.90499878,17.16399956,14.31700039
myr,1987,6,41.34000015,21.68400002,19.10899925
myr,1987,7,34.98300171,23.11899948,21.04100037
myr,1987,8,3.137000084,25.07500076,25.86100006
myr,1987,9,0.54400003,24.62299919,26.90999985
myr,1987,10,0,19.59399986,19.875
myr,1987,11,32.79199982,6.55700016,4.826000214
myr,1987,12,84.48600006,0.333000004,2.457000017
myr,1988,1,67.42199707,0.374000013,2.677999973
myr,1988,2,35.67900085,6.843999863,6.580999851
myr,1988,3,44.75299835,6.697999954,6.176000118
myr,1988,4,51.1780014,11.99100018,9.55700016
myr,1988,5,36.32500076,15.32800007,13.97700024
myr,1988,6,36.5359993,21.19499969,19.15399933
myr,1988,7,1.292000055,28.50099945,32.83399963
myr,1988,8,12.38000011,27.18199921,31.09600067
myr,1988,9,10.34799957,22.47299957,24.58399963
myr,1988,10,0,21.37800026,19.59000015
myr,1988,11,145.5540009,2.986999989,3.34100008
myr,1988,12,61.38199997,2.315999985,3.555999994
myr,1989,1,76.51799774,0.805999994,2.746999979
myr,1989,2,49.7120018,-0.488000005,3.223999977
myr,1989,3,90.66600037,6.355000019,4.955999851
myr,1989,4,51.63700104,12.09599972,9.848999977
myr,1989,5,56.96900177,13.40400028,9.972000122
myr,1989,6,19.49200058,21.26799965,18.78499985
myr,1989,7,6.406000137,26.43199921,28.16399956
myr,1989,8,52.7840004,22.24399948,20.43300056
myr,1989,9,22.94499969,20.87700081,19.35400009
myr,1989,10,40.43000031,12.10700035,10.14599991
myr,1989,11,20.32999992,6.502999783,5.327000141
myr,1989,12,18.86899948,5.212999821,4.993000031
myr,1990,1,58.17699814,2.062000036,2.881999969
myr,1990,2,60.46300125,2.96600008,4.802000046
myr,1990,3,31.58300018,8.861000061,7.447999954
myr,1990,4,50.39699936,14.15200043,11.48600006
myr,1990,5,40.56299973,13.01299953,10.14700031
myr,1990,6,23.06100082,19.43700027,16.75699997
myr,1990,7,7.541999817,27.08200073,30.25699997
myr,1990,8,22.62199974,24.98600006,25.98800087
myr,1990,9,4.149000168,24.68799973,25.06699944
myr,1990,10,43.02199936,12.53899956,10.77099991
myr,1990,11,51.68399811,5.210999966,4.732999802
myr,1990,12,47.43199921,-2.937999964,2.459000111
myr,1991,1,40.26300049,2.542000055,3.809999943
myr,1991,2,26.14500046,8.541999817,6.323999882
myr,1991,3,65.69200134,5.126999855,4.515999794
myr,1991,4,38.70700073,7.973999977,6.225999832
myr,1991,5,95.47599792,11.57199955,8.147000313
myr,1991,6,45.36600113,16.35000038,12.25899982
myr,1991,7,2.729000092,26.47900009,27.28199959
myr,1991,8,7.288000107,26.73200035,28.04100037
myr,1991,9,4.423999786,23.75799942,24.0529995
myr,1991,10,36.1780014,15.06700039,13.18099976
myr,1991,11,90.83999634,3.612999916,1.934000015
myr,1991,12,34.84400177,2.573999882,3.048000097
myr,1992,1,18.84000015,2.107000113,3.28399992
myr,1992,2,45.75400162,6.84100008,4.985000134
myr,1992,3,29.66900063,10.90299988,8.298999786
myr,1992,4,44.32899857,12.65100002,10.04800034
myr,1992,5,8.260000229,19.88599968,16.73500061
myr,1992,6,49.27099991,22.22500038,20.74600029
myr,1992,7,41.44100189,23.13500023,20.83200073
myr,1992,8,11.08300018,27.04700089,30.25300026
myr,1992,9,17.16500092,20.38899994,17.78000069
myr,1992,10,39.57300186,15.16499996,12.19299984
myr,1992,11,82.60800171,2.957000017,2.733999968
myr,1992,12,106.7419968,-1.587000012,1.328999996
myr,1993,1,105.1959991,-1.707000017,2.312000036
myr,1993,2,61.08200073,0.823000014,2.959000111
myr,1993,3,61.2480011,7.721000195,5.78000021
myr,1993,4,96.74099731,7.968999863,5.785999775
myr,1993,5,37.27600098,16.93000031,13.33100033
myr,1993,6,57.62200165,16.83799934,12.27999973
myr,1993,7,31.04800034,18.79999924,14.53899956
myr,1993,8,43.81299973,22.52000046,20.38500023
myr,1993,9,1.963000059,21.76600075,21.90299988
myr,1993,10,22.14100075,14.25599957,10.69299984
myr,1993,11,21.62599945,4.59100008,5.789999962
myr,1993,12,57.71900177,1.825999975,2.776000023
myr,1994,1,48.30500031,4.349999905,3.951999903
myr,1994,2,51.63499832,2.131999969,3.752000093
myr,1994,3,11.75899982,9.836999893,8.819999695
myr,1994,4,55.23600006,10.81599998,8.857000351
myr,1994,5,48.32300186,15.8409996,12.50599957
myr,1994,6,25.75399971,20.07999992,18.79800034
myr,1994,7,4.223999977,27.95299911,32.98699951
myr,1994,8,2.437000036,27.50300026,31.13199997
myr,1994,9,6.708000183,23.38100052,24.85700035
myr,1994,10,30.84700012,12.22200012,10.13300037
myr,1994,11,93.85500336,-0.291000009,2.042000055
myr,1994,12,58.12200165,0.263000011,2.395999908
myr,1995,1,103.3669968,1.258000016,2.523000002
myr,1995,2,45.3219986,7.968999863,5.910999775
myr,1995,3,109.6380005,5.565999985,4.662000179
myr,1995,4,73.70400238,8.234999657,6.228000164
myr,1995,5,36.10699844,13.97999954,10.8380003
myr,1995,6,45.96300125,17.71999931,13.92300034
myr,1995,7,15.88899994,24.60099983,22.98399925
myr,1995,8,18.02099991,24.3029995,24.52300072
myr,1995,9,6.459000111,22.86400032,23.2670002
myr,1995,10,25.8560009,12.10999966,9.782999992
myr,1995,11,79.36399841,6.999000072,4.244999886
myr,1995,12,117.6780014,1.756999969,2.019999981
myr,1996,1,114.973999,1.317000031,2.61500001
myr,1996,2,60.7820015,4.124000072,4.802000046
myr,1996,3,50.18600082,7.40500021,6.05700016
myr,1996,4,49.89099884,10.05099964,7.662000179
myr,1996,5,63.10100174,12.64400005,9.041999817
myr,1996,6,26.42300034,20.26300049,17.36100006
myr,1996,7,2.095000029,28.48699951,31.68499947
myr,1996,8,4.004000187,27.18199921,30.27700043
myr,1996,9,9.703000069,19.56200027,18.0739994
myr,1996,10,38.95999908,13.30799961,12.05700016
myr,1996,11,83.99299622,5.519000053,4.31799984
myr,1996,12,201.6600037,0.730000019,1.618000031
myr,1997,1,90.33999634,1.078999996,2.559000015
myr,1997,2,36.39599991,3.963000059,4.215000153
myr,1997,3,37.39899826,7.75,6.902999878
myr,1997,4,59.17399979,8.68200016,7.231999874
myr,1997,5,33.39400101,18.10700035,15.07999992
myr,1997,6,33.41400146,19.07299995,14.4119997
myr,1997,7,36.25600052,24.48500061,22.81500053
myr,1997,8,7.461999893,26.19599915,26.96800041
myr,1997,9,16.79199982,21.37800026,19.67399979
myr,1997,10,33.5379982,12.44099998,10.00699997
myr,1997,11,43.60800171,6.138999939,4.27699995
myr,1997,12,51.65499878,0.583999991,2.746000051
myr,1998,1,126.4449997,1.914999962,2.385999918
myr,1998,2,99.26200104,2.088000059,2.709000111
myr,1998,3,54.22499847,6.551000118,5.382999897
myr,1998,4,47.51900101,8.760000229,7.274000168
myr,1998,5,102.4800034,11.26799965,6.853000164
myr,1998,6,24.92499924,17.78899956,12.78100014
myr,1998,7,23.8579998,28.47500038,29.79299927
myr,1998,8,2.375,28.06800079,31.65699959
myr,1998,9,40.70100021,23.46999931,22.9090004
myr,1998,10,13.63300037,12.99400043,10.80300045
myr,1998,11,106.2249985,2.802000046,2.46600008
myr,1998,12,83.05000305,-1.093000054,2.257999897
myr,1999,1,74.18699646,2.276000023,3.446000099
myr,1999,2,135.1439972,1.360999942,3.015000105
myr,1999,3,41.19599915,5.598999977,5.65500021
myr,1999,4,35.11199951,8.255000114,7.597000122
myr,1999,5,22.31699944,13.6789999,11.79500008
myr,1999,6,4.880000114,19.80200005,17.89900017
myr,1999,7,1.631000042,26.08399963,29.79999924
